Epoch,Average_Reward,Best_Reward,Loss,Marginal_Gains,Duplicate_Rate
347,8.0000,8.7500,2.259312,5.5000,5.00
348,8.8000,8.8000,2.518138,5.0500,7.50
349,7.5000,8.8000,0.908304,-1.2500,17.50
350,8.4500,8.8000,2.172684,4.7000,7.50
351,8.7750,8.8000,2.603743,5.0250,7.50
352,8.4750,8.8000,1.402738,0.9750,15.00
353,8.5000,8.8000,1.907133,2.2500,12.50
354,8.1750,8.8000,1.484371,3.1750,10.00
355,8.5500,8.8000,3.982112,6.0500,5.00
356,8.4750,8.8000,0.967535,0.9750,15.00
357,8.1250,8.8000,2.748299,-0.6250,17.50
358,8.5625,8.8000,2.473870,3.5625,10.00
359,8.0625,8.8000,2.720443,0.5625,15.00
360,8.9750,8.9750,3.928146,8.9750,0.00
361,7.3875,8.9750,2.489576,-1.3625,17.50
362,7.4000,8.9750,4.974816,-0.1000,15.00
363,8.7000,8.9750,4.447101,1.2000,15.00
364,8.5500,8.9750,1.486892,2.3000,12.50
365,8.5250,8.9750,2.587583,3.5250,10.00
366,8.0250,8.9750,2.378063,1.7750,12.50
367,8.5375,8.9750,0.953961,1.0375,15.00
368,8.6250,8.9750,2.710315,1.1250,15.00
369,7.9500,8.9750,1.734640,-3.3000,22.50
370,9.0250,9.0250,1.933763,1.5250,15.00
371,8.3250,9.0250,2.678115,-2.9250,22.50
372,8.3250,9.0250,1.568503,3.3250,10.00
373,7.0000,9.0250,0.959824,-1.7500,17.50
374,8.5250,9.0250,2.764062,3.5250,10.00
375,7.5250,9.0250,1.851360,-3.7250,22.50
376,7.7500,9.0250,1.215202,-3.5000,22.50
377,8.1750,9.0250,3.161879,4.4250,7.50
378,7.6875,9.0250,1.996229,0.1875,15.00
379,8.7500,9.0250,2.749993,2.5000,12.50
380,8.7750,9.0250,4.286924,3.7750,10.00
381,8.4750,9.0250,2.199468,2.2250,12.50
382,8.2375,9.0250,2.280951,0.7375,15.00
383,7.9750,9.0250,2.534260,0.4750,15.00
384,7.3750,9.0250,3.596623,1.1250,12.50
385,8.1500,9.0250,2.068174,1.9000,12.50
386,8.7750,9.0250,1.698655,1.2750,15.00
387,8.3625,9.0250,3.435272,4.6125,7.50
388,8.4250,9.0250,2.875375,0.9250,15.00
389,9.0625,9.0625,2.950529,5.3125,7.50
390,8.0750,9.0625,2.062174,5.5750,5.00
391,8.4000,9.0625,2.035509,5.9000,5.00
392,8.1875,9.0625,2.817598,0.6875,15.00
393,8.9875,9.0625,3.701351,6.4875,5.00
394,8.2000,9.0625,2.398135,1.9500,12.50
395,8.7250,9.0625,3.139290,4.9750,7.50
396,8.8250,9.0625,4.478780,6.3250,5.00
397,8.0000,9.0625,1.047556,1.7500,12.50
398,8.2500,9.0625,4.038210,2.0000,12.50
399,8.0500,9.0625,3.107791,-1.9500,20.00
400,8.7750,9.0625,2.424409,1.2750,15.00
401,8.0750,9.0625,1.942022,0.5750,15.00
402,8.3500,9.0625,4.254500,0.8500,15.00
403,8.7250,9.0625,1.542574,-0.0250,17.50
404,8.4125,9.0625,4.478797,4.6625,7.50
405,8.0500,9.0625,3.647048,-4.4500,25.00
406,9.1500,9.1500,4.299943,2.9000,12.50
407,8.2250,9.1500,3.326866,-4.2750,25.00
408,8.3000,9.1500,4.419483,-2.9500,22.50
409,7.9250,9.1500,5.968676,-2.0750,20.00
410,7.6500,9.1500,4.904312,-3.6000,22.50
411,7.9500,9.1500,2.168548,2.9500,10.00
412,7.5250,9.1500,2.283987,-4.9750,25.00
413,8.2875,9.1500,4.552663,-0.4625,17.50
414,7.5500,9.1500,3.126275,0.0500,15.00
415,7.9250,9.1500,3.486910,-5.8250,27.50
416,8.6250,9.1500,1.969834,1.1250,15.00
417,8.3000,9.1500,3.058466,4.5500,7.50
418,8.8250,9.1500,1.466884,2.5750,12.50
419,8.6000,9.1500,2.591407,1.1000,15.00
420,8.3625,9.1500,5.221205,0.8625,15.00
421,8.5000,9.1500,4.819356,1.0000,15.00
422,8.5500,9.1500,3.167564,3.5500,10.00
423,8.7500,9.1500,3.063578,5.0000,7.50
424,8.3000,9.1500,4.654731,0.8000,15.00
425,8.7375,9.1500,3.570779,2.4875,12.50
426,7.9250,9.1500,1.459263,0.4250,15.00
427,8.1125,9.1500,3.173260,-1.8875,20.00
428,8.2125,9.1500,1.464339,0.7125,15.00
429,8.4750,9.1500,2.190714,-0.2750,17.50
430,8.0750,9.1500,2.369857,0.5750,15.00
431,8.0125,9.1500,4.364128,0.5125,15.00
432,8.9625,9.1500,5.029350,6.4625,5.00
433,8.3250,9.1500,0.886080,-1.6750,20.00
434,8.0250,9.1500,2.420803,0.5250,15.00
435,8.6750,9.1500,2.733984,1.1750,15.00
436,9.0000,9.1500,2.831249,4.0000,10.00
437,8.4500,9.1500,3.558495,2.2000,12.50
438,8.7000,9.1500,3.538896,4.9500,7.50
439,8.4375,9.1500,2.163041,2.1875,12.50
440,8.8250,9.1500,0.959206,0.0750,17.50
441,8.1250,9.1500,3.163593,3.1250,10.00
442,7.9250,9.1500,3.536504,4.1750,7.50
443,8.8750,9.1500,2.152184,1.3750,15.00
444,9.2250,9.2250,4.322673,4.2250,10.00
445,9.3125,9.3125,3.270229,3.0625,12.50
446,9.3750,9.3750,3.552259,6.8750,5.00
447,8.7000,9.3750,3.656759,6.2000,5.00
448,9.2500,9.3750,1.808122,5.5000,7.50
449,8.4500,9.3750,3.872746,3.4500,10.00
450,8.9750,9.3750,2.197277,6.4750,5.00
451,9.5750,9.5750,4.117609,7.0750,5.00
452,8.4500,9.5750,1.596051,5.9500,5.00
453,8.8125,9.5750,3.813716,6.3125,5.00
454,9.2500,9.5750,3.426703,6.7500,5.00
455,9.4250,9.5750,1.780296,5.6750,7.50
456,8.9250,9.5750,1.884809,3.9250,10.00
457,8.9500,9.5750,2.831043,6.4500,5.00
458,8.9500,9.5750,3.507923,7.7000,2.50
459,9.2000,9.5750,4.605947,9.2000,0.00
460,8.3750,9.5750,4.640216,5.8750,5.00
461,9.7375,9.7375,3.127121,8.4875,2.50
462,9.8250,9.8250,2.554038,7.3250,5.00
463,9.0500,9.8250,1.644990,5.3000,7.50
464,8.7500,9.8250,2.704214,6.2500,5.00
465,9.1500,9.8250,2.693021,6.6500,5.00
466,8.8250,9.8250,3.395511,7.5750,2.50
467,8.9500,9.8250,-1.136027,2.7000,12.50
468,8.5500,9.8250,1.283557,6.0500,5.00
469,9.2250,9.8250,1.884313,7.9750,2.50
470,9.0750,9.8250,3.189755,5.3250,7.50
471,9.1000,9.8250,3.156411,6.6000,5.00
472,8.7000,9.8250,2.618464,6.2000,5.00
473,7.7000,9.8250,1.526396,2.7000,10.00
474,8.6875,9.8250,1.713886,6.1875,5.00
475,8.5750,9.8250,1.575175,4.8250,7.50
476,8.5000,9.8250,2.213455,8.5000,0.00
477,8.6750,9.8250,1.536052,4.9250,7.50
478,9.2250,9.8250,0.646359,7.9750,2.50
479,8.6250,9.8250,3.317863,7.3750,2.50
480,8.0000,9.8250,1.125770,4.2500,7.50
481,9.2250,9.8250,2.415659,5.4750,7.50
482,8.2500,9.8250,2.349495,3.2500,10.00
483,9.0625,9.8250,4.195920,7.8125,2.50
484,8.8500,9.8250,4.046193,7.6000,2.50
485,8.1875,9.8250,1.800163,5.6875,5.00
486,8.3875,9.8250,2.159340,5.8875,5.00
487,9.4500,9.8250,2.166782,8.2000,2.50
488,8.9750,9.8250,0.170957,3.9750,10.00
489,8.0750,9.8250,2.367003,3.0750,10.00
490,8.6500,9.8250,3.169250,7.4000,2.50
491,8.2000,9.8250,1.009964,4.4500,7.50
492,8.6250,9.8250,3.828853,3.6250,10.00
493,8.7500,9.8250,2.942518,3.7500,10.00
494,8.8250,9.8250,2.168567,5.0750,7.50
495,8.3000,9.8250,1.963376,3.3000,10.00
496,8.8750,9.8250,3.649863,5.1250,7.50
497,8.9500,9.8250,2.441985,5.2000,7.50
498,8.5250,9.8250,3.513065,2.2750,12.50
499,7.8500,9.8250,3.835846,-0.9000,17.50
